lat	lon	value
40.70908737182617	-74.0230484008789	1211.9555246260202
40.70908737182617	-74.0225508517067	1226.1412476958901
40.70908737182617	-74.02205330253447	1240.4521901130133
40.70908737182617	-74.02155575336226	1254.8704983736861
40.70908737182617	-74.02105820419004	1269.3697375158754
40.70908737182617	-74.02056065501783	1283.9114000295094
40.70908737182617	-74.02006310584561	1298.4402685431544
40.70908737182617	-74.0195655566734	1312.878640219047
40.70908737182617	-74.01906800750118	1327.120020876517
40.70908737182617	-74.01857045832897	1341.0243245653812
40.70908737182617	-74.01807290915674	1354.419486009475
40.70908737182617	-74.01757535998453	1367.1189546430794
40.70908737182617	-74.01707781081231	1378.9682134768132
40.70908737182617	-74.0165802616401	1389.9243672713992
40.70908737182617	-74.01608271246789	1400.1247717226067
40.70908737182617	-74.01558516329567	1409.820146632434
40.70908737182617	-74.01508761412346	1419.117026973247
40.70908737182617	-74.01459006495124	1427.8016496705857
40.70908737182617	-74.01409251577903	1435.4706895803151
40.70908737182617	-74.0135949666068	1441.7259072696077
40.70908737182617	-74.0130974174346	1446.2331522642303
40.70908737182617	-74.01259986826237	1448.7074589988201
40.70908737182617	-74.01210231909016	1452.2445078256724
40.70908737182617	-74.01160476991794	1470.282576355046
40.70908737182617	-74.01110722074573	1485.6759263050683
40.70908737182617	-74.0106096715735	1498.3213034138528
40.70908737182617	-74.0101121224013	1508.1674747195955
40.70908737182617	-74.00961457322907	1515.213425238939
40.70908737182617	-74.00911702405686	1519.5099255343075
40.70908737182617	-74.00861947488465	1521.1644593280362
40.70908737182617	-74.00812192571243	1520.3444560707596
40.70908737182617	-74.00762437654022	1517.2724750996483
40.70908737182617	-74.007126827368	1512.211039255207
40.70908737182617	-74.00662927819579	1505.4408345525278
40.70908737182617	-74.00613172902356	1497.2389948993573
40.70908737182617	-74.00563417985136	1487.8627298022461
40.70908737182617	-74.00513663067913	1477.540060798784
40.70908737182617	-74.00463908150692	1466.4666891019058
40.70908737182617	-74.0041415323347	1454.8069472343932
40.70908737182617	-74.00364398316249	1442.6969095951545
40.70908737182617	-74.00314643399027	1430.2483084741332
40.70908737182617	-74.00264888481806	1417.5524686815988
40.70908737182617	-74.00215133564585	1404.6838795368778
40.70908737182617	-74.00165378647363	1391.7032665009274
40.70908737182617	-74.00115623730142	1378.6601524381608
40.70908737182617	-74.00065868812919	1365.5949560434053
40.70908737182617	-74.00016113895698	1352.5406945285172
40.70908737182617	-73.99966358978476	1339.5243586289878
40.70908737182617	-73.99916604061255	1326.5680211221868
40.70908737182617	-73.99866849144033	1313.6897306727083
40.70908737182617	-73.99817094226812	1300.9042335442316
40.70908737182617	-73.9976733930959	1288.2235574554045
40.70908737182617	-73.99717584392369	1275.6574849848041
40.70908737182617	-73.99667829475146	1263.2139383074177
40.70908737182617	-73.99618074557925	1250.8992925981286
40.70908737182617	-73.99568319640704	1238.7186318788995
40.70908737182617	-73.99518564723482	1226.6759583197138
40.70908737182617	-73.99468809806261	1214.7743637976432
40.70908737182617	-73.99419054889039	1203.016170789822
40.70908737182617	-73.99369299971818	1191.4030483225963
40.70908737182617	-73.99319545054595	1179.9361075964457
40.70908737182617	-73.99269790137375	1168.6159810644938
40.70908737182617	-73.99220035220152	1157.4428880292878
40.70908737182617	-73.99170280302931	1146.4166892861795
40.70908737182617	-73.99120525385709	1135.5369328677154
40.70908737182617	-73.99070770468488	1124.8028925941953
40.70908737182617	-73.99021015551266	1114.213600809806
40.70908737182617	-73.98971260634045	1103.7678764514596
40.70908737182617	-73.98921505716824	1093.4643493662927
40.70908737182617	-73.98871750799601	1083.3014816348293
40.70908737182617	-73.9882199588238	1073.2775864973344
40.70908737182617	-73.98772240965158	1063.3908453572813
40.70908737182617	-73.98722486047937	1053.6393232418432
40.70908737182617	-73.98672731130715	1044.0209829976936
40.70908737182617	-73.98622976213494	1034.5336984476974
40.70908737182617	-73.98573221296272	1025.1752666596328
40.70908737182617	-73.98523466379051	1015.943419450809
40.70908737182617	-73.98473711461828	1006.8358342002107
40.70908737182617	-73.98423956544607	997.8501440313207
40.70908737182617	-73.98374201627385	988.9839473926332
40.70908737182617	-73.98324446710164	980.2348170671642
40.70908737182617	-73.98274691792942	971.6003086172811
40.70908737182617	-73.98224936875721	963.0779682829925
40.70908737182617	-73.981751819585	954.6653403341686
40.70908737182617	-73.98125427041278	946.3599738908941
40.70908737182617	-73.98075672124057	938.159429218605
40.70908737182617	-73.98025917206834	930.0612835067016
40.70908737182617	-73.97976162289613	922.063136149669
40.70908737182617	-73.97926407372391	914.1626135385811
40.70908737182617	-73.9787665245517	906.3573733876893
40.70908737182617	-73.97826897537948	898.6451086074903
40.70908737182617	-73.97777142620727	891.0235507517569
40.70908737182617	-73.97727387703505	883.4904730524917
40.70908737182617	-73.97677632786284	876.0436930714608
40.70908737182617	-73.97627877869061	868.6810749834342
40.70908737182617	-73.9757812295184	861.4005315199178
40.70908737182617	-73.9752836803462	854.2000255885479
40.70908737182617	-73.97478613117397	847.0775715946667
40.70908737182617	-73.97428858200176	840.0312364837822
40.70908737182617	-73.97379103282954	833.0591405228698
40.70908737182617	-73.97329348365733	826.1594578449669
40.70908737182617	-73.9727959344851	819.3304167692368
40.70908737182617	-73.9722983853129	812.5702999207458
40.70908737182617	-73.97180083614067	805.8774441603477
40.70908737182617	-73.97130328696846	799.2502403471783
40.70908737182617	-73.97080573779624	792.6871329428211
40.70908737182617	-73.97030818862403	786.1866194777275
40.70908737182617	-73.96981063945181	779.7472498877103
40.70908737182617	-73.9693130902796	773.3676257395749
40.70908737182617	-73.96881554110739	767.0463993524539
40.70908737182617	-73.96831799193517	760.7822728312708
40.70908737182617	-73.96782044276296	754.5739970214455
40.70908737182617	-73.96732289359073	748.4203703936176
40.70908737182617	-73.96682534441852	742.3202378726288
40.70908737182617	-73.9663277952463	736.2724896146211
40.70908737182617	-73.96583024607409	730.2760597464211
40.70908737182617	-73.96533269690187	724.3299250699835
40.70908737182617	-73.96483514772966	718.4331037447914
40.70908737182617	-73.96433759855744	712.5846539500703
40.70908737182617	-73.96384004938523	706.7836725384911
40.70908737182617	-73.963342500213	701.0292936823722
40.70908737182617	-73.9628449510408	695.3206875230284
40.70908737182617	-73.96234740186858	689.6570588233633
40.70908737182617	-73.96184985269636	684.0376456324589
40.70908737182617	-73.96135230352415	678.4617179646336
40.70908737182617	-73.96085475435193	672.9285764952466
40.70908737182617	-73.96035720517972	667.4375512805616
40.70908737182617	-73.9598596560075	661.988000499671
40.70908737182617	-73.95936210683529	656.579309226264
40.70908737182617	-73.95886455766306	651.2108882273005
40.70908737182617	-73.95836700849085	645.8821727956248
40.70908737182617	-73.95786945931863	640.5926216131131
40.70908737182617	-73.95737191014642	635.3417156505288
40.70908737182617	-73.9568743609742	630.1289571003578
40.70908737182617	-73.95637681180199	624.953868348052
40.70908737182617	-73.95587926262976	619.8159909775892
40.70908737182617	-73.95538171345756	614.7148848163615
40.70908737182617	-73.95488416428535	609.6501270148374
40.70908737182617	-73.95438661511312	604.6213111647858
40.70908737182617	-73.95388906594091	599.628046454221
40.70908737182617	-73.95339151676869	594.6699568572845
