lat	lon	value
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.739383697509766	-73.98766326904297	1197.5694986014826
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.7398681640625	-73.98162078857422	1205.4817472576406
40.72562026977539	-73.99064636230469	1159.426423218677
40.72562026977539	-73.99064636230469	1159.426423218677
40.72562026977539	-73.99064636230469	1159.426423218677
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.7288703918457	-73.9885482788086	1131.1746944623212
40.72467803955078	-74.00617980957031	1377.2632074712185
40.72467803955078	-74.00617980957031	1377.2632074712185
40.72467803955078	-74.00617980957031	1377.2632074712185
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
40.72230529785156	-74.0104751586914	1514.8821130349056
